"","Prefix","Level","Semester","Competency","Student.Work","Form","PT1","SCI1","PT2","SCI2","PT3","SCI3","PT4","SCI4","Total","Mean","file"
"441","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",7
"442","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",7
"443","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",7
"444","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",7
"445","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",7
"446","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",7
"447","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",7
"448","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",124,"4",NA,"",NA,"",NA,"","4","4",7
"449","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",7
"450","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",7
"451","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",122,"4",NA,"",NA,"",NA,"","4","4",7
"452","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",7
"453","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",120,"4",NA,"",NA,"",NA,"","4","4",7
"454","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",7
"455","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",120,"4",NA,"",NA,"",NA,"","4","4",7
"456","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",7
"457","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",7
"458","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",7
"459","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",84,"2",NA,"",NA,"",NA,"","2","2",7
"460","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",7
"461","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",104,"3",NA,"",NA,"",NA,"","3","3",7
"462","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",7
"463","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",8
"464","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",8
"465","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",8
"466","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",8
"467","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",8
"468","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",8
"469","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",8
"470","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",8
"471","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",8
"472","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",74,"0",NA,"",NA,"",NA,"","0","0",8
"473","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",8
"474","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"475","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",8
"476","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",8
"477","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"478","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",8
"479","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",8
"480","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",8
"481","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",8
"482","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",8
"483","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",8
"484","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"485","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",8
"486","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",8
"487","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"488","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",8
"489","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"490","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",8
"491","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",8
"492","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",8
"493","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",8
"494","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",8
"495","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",8
"496","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",8
"497","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",8
"498","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",8
"499","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",68,"0",NA,"",NA,"",NA,"","0","0",8
"500","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",8
"501","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",8
"502","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",8
"503","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",8
"504","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",8
"505","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",8
"506","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",8
"507","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",8
"508","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"509","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",8
"510","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",8
"511","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",150,"4",NA,"",NA,"",NA,"","4","4",8
"512","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",8
"513","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",8
"514","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",8
"515","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"516","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",8
"517","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",8
"518","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",8
"519","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",8
"520","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",8
"521","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",8
"522","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",8
"523","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",8
"524","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",8
"525","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"526","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",8
"527","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"528","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",8
"529","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"530","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",8
"531","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",8
"532","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",8
"533","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"534","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",8
"535","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",8
"536","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",8
"537","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"538","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",8
"539","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",8
"540","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",8
"541","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"542","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",8
"543","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",8
"544","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",8
"545","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",8
"546","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",8
"547","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",8
"548","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"549","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",8
"550","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",8
"551","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",0,"0",NA,"",NA,"",NA,"","0","0",8
"552","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",8
"553","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",8
"554","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",8
"555","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"556","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",8
"557","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",8
"558","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",8
"559","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",8
"560","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",8
"561","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",8
"562","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",8
"563","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",8
"564","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",8
"565","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",8
"566","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",8
"567","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",8
"568","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",8
"569","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",8
"570","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",8
"571","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",8
"572","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",8
"573","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",8
"574","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",8
"575","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",8
"576","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",8
"577","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",8
"578","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",8
"579","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",8
"580","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",8
"581","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",8
"582","BIOL","200","Spring 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",8
"583","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",68,"0",NA,"",NA,"",NA,"","0","0",9
"584","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",9
"585","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"586","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",9
"587","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"588","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",9
"589","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",9
"590","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",9
"591","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"592","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",9
"593","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",9
"594","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",9
"595","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",70,"0",NA,"",NA,"",NA,"","0","0",9
"596","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"597","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",9
"598","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",9
"599","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",52,"0",NA,"",NA,"",NA,"","0","0",9
"600","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",9
"601","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",9
"602","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"603","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"604","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",66,"0",NA,"",NA,"",NA,"","0","0",9
"605","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"606","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"607","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",9
"608","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"609","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",9
"610","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",9
"611","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",68,"0",NA,"",NA,"",NA,"","0","0",9
"612","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",9
"613","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",9
"614","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",9
"615","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",9
"616","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",9
"617","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",9
"618","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",9
"619","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",48,"0",NA,"",NA,"",NA,"","0","0",9
"620","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",9
"621","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",9
"622","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",9
"623","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",9
"624","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",9
"625","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",9
"626","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",9
"627","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",74,"0",NA,"",NA,"",NA,"","0","0",9
"628","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",70,"0",NA,"",NA,"",NA,"","0","0",9
"629","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",9
"630","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",9
"631","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",56,"0",NA,"",NA,"",NA,"","0","0",9
"632","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",9
"633","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",9
"634","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",9
"635","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",9
"636","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",9
"637","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",9
"638","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",70,"0",NA,"",NA,"",NA,"","0","0",9
"639","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",66,"0",NA,"",NA,"",NA,"","0","0",9
"640","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",9
"641","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",9
"642","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",9
"643","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",9
"644","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",9
"645","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",9
"646","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",9
"647","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",9
"648","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",9
"649","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",9
"650","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",40,"0",NA,"",NA,"",NA,"","0","0",9
"651","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",9
"652","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",68,"0",NA,"",NA,"",NA,"","0","0",9
"653","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",9
"654","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",9
"655","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",9
"656","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",9
"657","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",56,"0",NA,"",NA,"",NA,"","0","0",9
"658","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",9
"659","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",9
"660","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",9
"661","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",9
"662","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",9
"663","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",40,"0",NA,"",NA,"",NA,"","0","0",9
"664","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",9
"665","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",9
"666","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",9
"667","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",9
"668","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",9
