"","Prefix","Level","Semester","Competency","Student.Work","Form","PT1","SCI1","PT2","SCI2","PT3","SCI3","PT4","SCI4","Total","Mean","file"
"213","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",142,"4",NA,"",NA,"",NA,"","4","4",5
"214","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",5
"215","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",5
"216","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",5
"217","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",5
"218","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",5
"219","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",5
"220","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",5
"221","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",72,"0",NA,"",NA,"",NA,"","0","0",5
"222","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",5
"223","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",5
"224","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",5
"225","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",5
"226","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",5
"227","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",5
"228","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",5
"229","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",5
"230","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",5
"231","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",5
"232","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",5
"233","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",5
"234","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",5
"235","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",5
"236","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",5
"237","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",48,"0",NA,"",NA,"",NA,"","0","0",5
"238","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",5
"239","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",5
"240","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",5
"241","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",5
"242","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",5
"243","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",5
"244","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",5
"245","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",5
"246","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",72,"0",NA,"",NA,"",NA,"","0","0",5
"247","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",5
"248","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",5
"249","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",5
"250","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",5
"251","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",5
"252","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",5
"253","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",5
"254","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",5
"255","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",5
"256","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",5
"257","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",5
"258","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",5
"259","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",5
"260","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",60,"0",NA,"",NA,"",NA,"","0","0",5
"261","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",5
"262","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",5
"263","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",5
"264","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",5
"265","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",5
"266","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",5
"267","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",5
"268","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",5
"269","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",5
"270","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",5
"271","BIOL","200","Fall 2011","Natural Sciences","a selected response exam","Score",72,"0",NA,"",NA,"",NA,"","0","0",5
"272","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"273","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",70,"1",NA,"",NA,"",NA,"","1","1",6
"274","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",66,"1",NA,"",NA,"",NA,"","1","1",6
"275","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"276","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",102,"4",NA,"",NA,"",NA,"","4","4",6
"277","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",64,"1",NA,"",NA,"",NA,"","1","1",6
"278","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",92,"3",NA,"",NA,"",NA,"","3","3",6
"279","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",88,"3",NA,"",NA,"",NA,"","3","3",6
"280","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"281","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",94,"3",NA,"",NA,"",NA,"","3","3",6
"282","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",78,"2",NA,"",NA,"",NA,"","2","2",6
"283","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",70,"1",NA,"",NA,"",NA,"","1","1",6
"284","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"285","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",66,"1",NA,"",NA,"",NA,"","1","1",6
"286","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",86,"3",NA,"",NA,"",NA,"","3","3",6
"287","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",78,"2",NA,"",NA,"",NA,"","2","2",6
"288","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",76,"2",NA,"",NA,"",NA,"","2","2",6
"289","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",92,"3",NA,"",NA,"",NA,"","3","3",6
"290","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"291","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",84,"3",NA,"",NA,"",NA,"","3","3",6
"292","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",94,"3",NA,"",NA,"",NA,"","3","3",6
"293","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",94,"3",NA,"",NA,"",NA,"","3","3",6
"294","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",70,"1",NA,"",NA,"",NA,"","1","1",6
"295","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",72,"2",NA,"",NA,"",NA,"","2","2",6
"296","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",104,"4",NA,"",NA,"",NA,"","4","4",6
"297","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",78,"2",NA,"",NA,"",NA,"","2","2",6
"298","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",80,"2",NA,"",NA,"",NA,"","2","2",6
"299","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",82,"2",NA,"",NA,"",NA,"","2","2",6
"300","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",110,"4",NA,"",NA,"",NA,"","4","4",6
"301","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",108,"4",NA,"",NA,"",NA,"","4","4",6
"302","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"303","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",108,"4",NA,"",NA,"",NA,"","4","4",6
"304","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",64,"1",NA,"",NA,"",NA,"","1","1",6
"305","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",78,"2",NA,"",NA,"",NA,"","2","2",6
"306","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"307","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",86,"3",NA,"",NA,"",NA,"","3","3",6
"308","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",64,"1",NA,"",NA,"",NA,"","1","1",6
"309","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"310","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"311","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"312","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",62,"1",NA,"",NA,"",NA,"","1","1",6
"313","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"314","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",104,"4",NA,"",NA,"",NA,"","4","4",6
"315","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"316","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",72,"2",NA,"",NA,"",NA,"","2","2",6
"317","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",84,"3",NA,"",NA,"",NA,"","3","3",6
"318","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",102,"4",NA,"",NA,"",NA,"","4","4",6
"319","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"320","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",92,"3",NA,"",NA,"",NA,"","3","3",6
"321","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"322","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"323","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",80,"2",NA,"",NA,"",NA,"","2","2",6
"324","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"325","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"326","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",72,"2",NA,"",NA,"",NA,"","2","2",6
"327","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",86,"3",NA,"",NA,"",NA,"","3","3",6
"328","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",86,"3",NA,"",NA,"",NA,"","3","3",6
"329","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",92,"3",NA,"",NA,"",NA,"","3","3",6
"330","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",102,"4",NA,"",NA,"",NA,"","4","4",6
"331","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",84,"3",NA,"",NA,"",NA,"","3","3",6
"332","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",68,"1",NA,"",NA,"",NA,"","1","1",6
"333","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",98,"3",NA,"",NA,"",NA,"","3","3",6
"334","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",76,"2",NA,"",NA,"",NA,"","2","2",6
"335","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"336","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",88,"3",NA,"",NA,"",NA,"","3","3",6
"337","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"338","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",110,"4",NA,"",NA,"",NA,"","4","4",6
"339","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",44,"0",NA,"",NA,"",NA,"","0","0",6
"340","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",106,"4",NA,"",NA,"",NA,"","4","4",6
"341","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"342","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",56,"0",NA,"",NA,"",NA,"","0","0",6
"343","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",106,"4",NA,"",NA,"",NA,"","4","4",6
"344","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",106,"4",NA,"",NA,"",NA,"","4","4",6
"345","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",64,"1",NA,"",NA,"",NA,"","1","1",6
"346","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"347","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",82,"2",NA,"",NA,"",NA,"","2","2",6
"348","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"349","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",72,"2",NA,"",NA,"",NA,"","2","2",6
"350","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",52,"0",NA,"",NA,"",NA,"","0","0",6
"351","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",94,"3",NA,"",NA,"",NA,"","3","3",6
"352","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",86,"3",NA,"",NA,"",NA,"","3","3",6
"353","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",92,"3",NA,"",NA,"",NA,"","3","3",6
"354","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",94,"3",NA,"",NA,"",NA,"","3","3",6
"355","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",98,"3",NA,"",NA,"",NA,"","3","3",6
"356","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",102,"4",NA,"",NA,"",NA,"","4","4",6
"357","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",104,"4",NA,"",NA,"",NA,"","4","4",6
"358","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",92,"3",NA,"",NA,"",NA,"","3","3",6
"359","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",84,"3",NA,"",NA,"",NA,"","3","3",6
"360","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",108,"4",NA,"",NA,"",NA,"","4","4",6
"361","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"362","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"363","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",66,"1",NA,"",NA,"",NA,"","1","1",6
"364","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",78,"2",NA,"",NA,"",NA,"","2","2",6
"365","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",72,"2",NA,"",NA,"",NA,"","2","2",6
"366","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"367","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",78,"2",NA,"",NA,"",NA,"","2","2",6
"368","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",74,"2",NA,"",NA,"",NA,"","2","2",6
"369","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"370","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",74,"2",NA,"",NA,"",NA,"","2","2",6
"371","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"372","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",70,"1",NA,"",NA,"",NA,"","1","1",6
"373","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",108,"4",NA,"",NA,"",NA,"","4","4",6
"374","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",68,"1",NA,"",NA,"",NA,"","1","1",6
"375","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",82,"2",NA,"",NA,"",NA,"","2","2",6
"376","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"377","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",84,"3",NA,"",NA,"",NA,"","3","3",6
"378","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",86,"3",NA,"",NA,"",NA,"","3","3",6
"379","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",6
"380","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",102,"4",NA,"",NA,"",NA,"","4","4",6
"381","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",108,"4",NA,"",NA,"",NA,"","4","4",6
"382","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",92,"3",NA,"",NA,"",NA,"","3","3",6
"383","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"384","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",98,"3",NA,"",NA,"",NA,"","3","3",6
"385","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",52,"0",NA,"",NA,"",NA,"","0","0",6
"386","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"387","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",90,"3",NA,"",NA,"",NA,"","3","3",6
"388","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",82,"2",NA,"",NA,"",NA,"","2","2",6
"389","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",86,"3",NA,"",NA,"",NA,"","3","3",6
"390","BIOL","200","Spring 2012","Natural Sciences","a selected response exam","Score",96,"3",NA,"",NA,"",NA,"","3","3",6
"391","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",122,"4",NA,"",NA,"",NA,"","4","4",7
"392","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",7
"393","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",7
"394","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",7
"395","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",7
"396","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",7
"397","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",102,"3",NA,"",NA,"",NA,"","3","3",7
"398","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",7
"399","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",88,"2",NA,"",NA,"",NA,"","2","2",7
"400","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",7
"401","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",104,"3",NA,"",NA,"",NA,"","3","3",7
"402","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",7
"403","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",7
"404","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",7
"405","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",98,"3",NA,"",NA,"",NA,"","3","3",7
"406","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",7
"407","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",7
"408","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",120,"4",NA,"",NA,"",NA,"","4","4",7
"409","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",7
"410","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",126,"4",NA,"",NA,"",NA,"","4","4",7
"411","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",7
"412","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",56,"0",NA,"",NA,"",NA,"","0","0",7
"413","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",7
"414","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",126,"4",NA,"",NA,"",NA,"","4","4",7
"415","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",7
"416","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",88,"2",NA,"",NA,"",NA,"","2","2",7
"417","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",7
"418","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",7
"419","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",7
"420","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",124,"4",NA,"",NA,"",NA,"","4","4",7
"421","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",7
"422","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",7
"423","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",7
"424","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",122,"4",NA,"",NA,"",NA,"","4","4",7
"425","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",86,"2",NA,"",NA,"",NA,"","2","2",7
"426","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",122,"4",NA,"",NA,"",NA,"","4","4",7
"427","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",104,"3",NA,"",NA,"",NA,"","3","3",7
"428","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",7
"429","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",7
"430","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",98,"3",NA,"",NA,"",NA,"","3","3",7
"431","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",7
"432","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",74,"1",NA,"",NA,"",NA,"","1","1",7
"433","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",7
"434","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",7
"435","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",7
"436","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",7
"437","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",74,"1",NA,"",NA,"",NA,"","1","1",7
"438","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",100,"3",NA,"",NA,"",NA,"","3","3",7
"439","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",7
"440","BIOL","200","Fall 2012","Natural Sciences","a selected response exam","Score",68,"0",NA,"",NA,"",NA,"","0","0",7
